genre,title,year,author,publisher,language,format,tags,comments,key,keyword,keyword2,key2,realYear
Literature,Lament of Riti / Ka Jingiam Ka Riti,,Kynpham Sing Nongkynrih,,English,Poem,"Khasi culture, Society",A musical of rendition of the poem has also been produced of the same name. https://www.youtube.com/watch?v=njz3b9h3-Y0,Culture,culture,identity,identity,
Literature,Naduve Suliva Hennu / Woman Who Emerges In Between,,Manjamma Jogathi,Dr Arun Joladkudlige,Kannada,Biography,"Jogathi Nrithya, Biography, Trans narratives",,activism,activism,lgbtq narratives,LGBTQ narratives,
Literature,Kabalisidha Kranthi Kadu,,Shilok Mukkati,,Kannada,Poem,"Trans narratives, Queerness, Poetry",,identity,identity,lgbtq narratives,LGBTQ narratives,
Literature,Aan Nadhi,,Vijayaraja Mallika,Mythri Books,Malayalam,Anthology of poems,"Trans narratives, Queerness, Poetry",,identity,identity,lgbtq narratives,LGBTQ narratives,
Theory,Pragmatics of Hindu Right: Politics of Women's Organization,1991,Tanika Sarkar,Economic & Political Weekly,English,Journal Article,"Right wing, Gender Politics",,Feminist politics,feminist politics,state and citizenship,state and citizenship,1991
Theory,Politics of Diversity: Religious Communities and multiple patriarchies,1995,"Kumkum Sangari, Uma Chakravarti",Economic & Political Weekly,English,Journal Article,"Religion, Feminism",,Religion,religion,identity,identity,1995
Theory,Women and the Hindu Right: A collection of Essays,1995,"Tanika Sarkar, Urvashi Butalia (editors)",Zubaan,English,Academic Book,"Caste, Right wing, Gender Politics",,Feminist politics,feminist politics,religion,religion,1995
Theory,Dalit Women Talk Differently,1995,Gopal Guru,Economic & Political Weekly,English,Journal Article,"Dalit Women, Patriarchy",,Caste,caste,feminist politics,feminist politics,1995
Theory,Towards a New Perspective on Women's Bodies: Learning and Unlearning together,1996,"Chayanika Shah, Swatija Manorama",Economic & Political Weekly,English,Journal Article,"Bodies, Gender",,Feminist politics,feminist politics,sexual and reproductive health,sexual and reproductive health,1996
Theory,The Impossible Subject-Caste and the Gendered Body,1996,Susie Tharu,Economic & Political Weekly,English,Journal Article,"Caste, Widowhood, Bodies",,Caste,caste,feminist politics,Feminist politics,1996
Theory,Embodiment : essays on gender and identity,1997,Meenakshi Thapan (editor),Oxford University Press,English,Academic Book,"Bodies, Gender",,Feminist politics,feminist politics,identity,identity,1997
Theory,Science Question in Post-Colonial Feminism,1997,Gita Chadha,Economic & Political Weekly,English,Journal Article,Feminist Science Studies,,Feminist politics,feminist politics,culture,culture,1997
Theory,Sokal Hoax and Tensions in Scientific Left,1997,Gita Chaddha,Economic & Political Weekly,English,Journal Article,Feminist Science Studies,,Feminist politics,feminist politics,culture,culture,1997
Theory,Communal Construction of Women,1997,Tapan Basu,Economic & Political Weekly,English,Journal Article,"Right wing, religion, gender politics",,Feminist politics,feminist politics,religion,religion,1997
Theory,Reclaiming Modern Science for Third world Progressive Social Movements,1998,Meera Nanda,Economic & Political Weekly,English,Journal Article,Feminist Science Studies,,Feminist politics,feminist politics,society,society,1998
Theory,Sokal's Hoax: A Backlash to Science Criticism,1998,Gita Chaddha,Economic & Political Weekly,English,Journal Article,Feminist Science Studies,,Feminist politics,feminist politics,society,society,1998
Theory,Debate Over Science: Moving Past politics of Nostalgia,1998,Meera Nanda,Economic & Political Weekly,English,Journal Article,Feminist Science Studies,,Feminist politics,feminist politics,society,society,1998
Theory,UCC and Women's Movement,1998,"Amrita Chhachhi, et al",Economic & Political Weekly,English,Journal Article,"Uniform Civil Code, Women's Movement",,Law,law,activism,activism,1998
Theory,Dalit Women Talk Differently: A Critique of 'Difference' and Towards a Dalit Feminist Standpoint Position,1998,Sharmila Rege,Economic & Political Weekly,English,Journal Article,"Dalit Women, Feminist Standpoint",,Caste,caste,feminist politics,Feminist politics,1998
Theory,A Question of Silence: The Sexual Economies of Modern India,1998,"Mary E. John, Janaki Nair (editors)",Zubaan Books,English,Academic Book,"Sexuality, Gender Politics",,Law,law,identity,identity,1998
Theory,From Myths to Markets: Essays on Gender,1999,"Kumkum Sangari, Uma Chakravarti",Indian Institute of Advanced Study,English,Academic Book,"Gender, Market, labour",,Feminist historiography,feminist historiography,identity,identity,1999
Theory,Signposts : gender issues in post-independence India,1999,Rajeswari Sunder Rajan (editor),Kali for Women,English,Academic Book,"Post colonial feminism, Gender",,State and citizenship,state and citizenship,society,society,1999
Theory,Gender and Politics in India: Themes in Politics,1999,Nivedita Menon (editor),Oxford University Press,English,Academic Book,Gender Politics,,Feminist politics,feminist politics,identity,identity,1999
Theory,Intimate Relations: Exploring Indian Sexuality,2000,Sudhir Kakar,Penguin UK,English,Academic Book,"Sexuality, Psychology",,Culture,culture,desire,desire,2000
Theory,"Sexuality, Obscenity and Community: Women, Muslims, and the Hindu Public in Colonial India",2001,Charu Gupta,Palgrave Macmillan,English,Academic Book,"Sexuality, Colonial India, Community",,Religion,religion,identity,identity,2001
Theory,Gendering Caste: Through A Feminist Lens,2002,Uma Chakravarti,Sage Publishing India,English,Academic Book,"Caste, Gender",,Caste,caste,feminist politics,feminist politics,2002
Theory,Disabled Women: An Excluded Agenda of Indian Feminism,2002,Anita Ghai,Hypatia,English,Journal Article,"Feminism, Disability",,disability,disability,feminist politics,Feminist politics,2002
Theory,Translating Desire: The politics of gender and culture in India,2002,Brinda Bose (editor),Katha,English,Academic Book,"Sexuality, Gender Politics",,Identity,identity,desire,desire,2002
Theory,"Politics of the Possible – Essays on Gender, History, Narratives, Colonial English",2002,Kumkum Sangari,Anthem Press,English,Academic Book,"Gender, Colonialism, History",,Feminist historiography,feminist historiography,identity,identity,2002
Theory,(Dis)embodied Form: Issues of Disabled Women,2003,Anita Ghai,Har-Anand Publications,English,Academic Book,"Feminism, Disability",,Disability,disability,feminist politics,feminist politics,2003
Theory,Sociology of Gender and the Challenge of Feminist Sociological Knowledge,2003,Sharmila Rege,SAGE publications India,English,Academic Book,"Gender, Sociology, Feminist Epistemology",,Feminist politics,feminist politics,society,society,2003
Theory,The violence of normal times : essays on women's lived realities,2005,Kalpana Kannabiran (editor),Women Unlimited,English,Academic Book,"Lived Realities, Gender-based Violence",,Feminist politics,feminist politics,violence,violence,2005
Theory,"Sexuality, Gender and Rights: Exploring Theory and Practice in South and Southeast Asia",2005,"Geetanjali Mishra, Radhika Chandiramani (editors)",Sage Publications,English,Academic Book,"Rights, Gender, Sexuality",,Sexual and reproductive health,sexual and reproductive health,identity,identity,2005
Theory,Dalit Visions: The Anticaste Movement and the Construction of Indian Identity,2006,Gail Omvedt,Orient Blackswan,English,Academic Book,"Caste, Dalit Movements, History",,Caste,caste,religion,religion,2006
Theory,Patriarchy,2007,V. Geetha,Stree,English,Academic Book,Introduction to Feminism,,Feminist politics,feminist politics,identity,identity,2007
Theory,Phobic and the Erotic: The politics of Sexualities in contemporary India,2007,"Brinda bose, Subhabrata Bhattacharyya (editors)",Seagull Books,English,Academic Book,"Sexuality, Politics, Society",,Feminist politics,feminist politics,lgbtq narratives,LGBTQ narratives,2007
Theory,Sexualities: Issues in Contemporary Indian Feminism,2007,Nivedita Menon (editor),Women Unlimited,English,Academic Book,"Sexuality, Society",,Queer movement,queer movement,lgbtq narratives,LGBTQ narratives,2007
Theory,Women and Social Reform in India: A classical Reader,2007,"Tanika Sarkar, Sumit Sarkar (editors)",Permanent Black,English,Academic Book,"Women's Movement, Social Reform",,Feminist historiography,feminist historiography,state and citizenship,state and citizenship,2007
Theory,Same Sex Love In India: A literary History,2008,"Ruth Vanita, Saleem Kidwai (editors)",Penguin India,English,Academic Book,"Homosexuality, Literature",,Feminist historiography,feminist historiography,lgbtq narratives,LGBTQ narratives,2008
Theory,"Good Times for Everyone: Sexuality Questions, Feminist Answers",2008,Radhika Chandramani,Women Unlimited,English,Academic Book,"Sexuality, politics",,Desire,desire,feminist politics,feminist politics,2008
Theory,"Exploring Gender, Hindutva and Seva",2009,Swati Dyahadroy,Economic & Political Weekly,English,Journal Article,"Gender, Right wing, Nationalism",,State and citizenship,state and citizenship,feminist politics,feminist politics,2009
Theory,Seeking Begumpura: The Social Vision of Anticaste Intellectuals,2009,Gail Omvedt,Navayana,English,Academic Book,"Caste, History, Politics",,Caste,caste,feminist politics,Feminist politics,2009
Theory,Motherhood in India: Glorification Without Empowerment?,2010,Maitreyi Krishnaraj (editor),Routledge,English,Academic Book,"Feminist theory, Motherhood",,Feminist historiography,feminist historiography,identity,identity,2010
Theory,Seeing Like A Feminist,2012,Nivedita Menon,Penguin,English,Academic Book,"Feminism, Society",,Feminist politics,feminist politics,identity,identity,2012
Theory,Doing Feminist Ethnography: Exploring Lives of Disabled Women,2012,Nandini Ghosh,Indian Anthropologist,English,Journal Article,"Feminist ethnography, Disability",,Disability,disability,feminist politics,Feminist politics,2012
Theory,Witnessing as Feminist Intervention in India-Administered Kashmir,2012,Angana P. Chatterji,Duke University Press,English,Book Chapter,"Women's narratives, conflict, Kashmir",Article contained within Feminisms in South Asia: Contemporary Interventions,Activism,activism,feminist politics,Feminist politics,2012
Theory,Rewriting History: The Life and times of Pandita Ramabai,2013,Uma Chakravarti,Zubaan,English,Academic Book,"Women's narratives, history, Pandita Ramabai",,Feminist historiography,feminist historiography,activism,activism,2013
Theory,Against the Madness of Manu : B.R Ambedkar’s Writings on Brahmanical Patriarchy,2013,Sharmila Rege,Navayana,English,Academic Book,"B.R Ambedkar, Caste, Religion",,Caste,caste,feminist politics,Feminist politics,2013
Theory,Decolonizing Transgender in India: Some Reflections,2014,"Aniruddha Dutta, Raina Roy",Transgender Studies Quaterly,English,Journal Article,"Transgender, feminism, Decolonial theory",,activism,activism,lgbtq narratives,LGBTQ narratives,2014
Theory,Is Intersectionality a useful Analytical Framework for Feminists in India?,2015,Nivedita Menon,Economic & Political Weekly,English,Journal Article,"Feminist theory, Intersectionality",,Feminist politics,feminist politics,identity,identity,2015
Theory,Struggles around Gender,2015,Meena Gopal,Economic & Political Weekly,English,Journal Article,"Feminist theory, Intersectionality",,Feminist politics,feminist politics,identity,identity,2015
Theory,Intersectionality: Rejection or Critical Dialogue?,2015,Mary E John,Economic & Political Weekly,English,Journal Article,"Feminist theory, Intersectionality",,Feminist politics,feminist politics,identity,identity,2015
Theory,The Institutional lives of Intersectionality,2015,Jennifer Nash,Economic & Political Weekly,English,Journal Article,"Feminist theory, Intersectionality",,Feminist politics,feminist politics,identity,identity,2015
Theory,No Outlaws in Gender Galaxy,2015,"Chayanika Shah, Raj Merchant, Shals Mahajan, Smriti Nevatia",Zubaan Books,English,Academic Book,"Gender, Society",,LGBTQ narratives,lgbtq narratives,desire,desire,2015
Theory,Indifference to Difference: On Queer Universalism,2015,Madhavi Menon,University of Minnesota Press,English,Academic Book,"Queer politics, Sexuality, Desire",,Desire,desire,lgbtq narratives,LGBTQ narratives,2015
Theory,Undoing Impunity: Speech after Sexual Violence,2016,V. Geetha,Zubaan,English,Academic Book,"Gender, Sexual Violence",,state and citizenship,state and citizenship,violence,violence,2016
Theory,The Gender Of Caste: Representing Dalits in Print,2016,Charu Gupta,University of Washington Press,English,Academic Book,"Gender, caste",,Caste,caste,feminist politics,Feminist politics,2016
Theory,Unclaimed Harvest: An oral History of Tebhaga Women's Movement,2016,Kavita Panjabi,Zubaan,English,Academic Book,"Women's Movement, Oral narratives",,Feminist historiography,feminist historiography,identity,identity,2016
Theory,Feminist Subversion and Complicity: Governmentalities and Gender Knowledge in South Asia,2016,Maitreyi Mukhopadhyaya (editor),Zubaan,English,Academic Book,Feminist Theory,,Feminist politics,feminist politics,development,development,2016
Theory,"Doing Gender, Doing Geography: Emerging Research in India",2016,"Saraswati Raju, Kuntala Lahiri Dutt (editors)",Routledge,English,Academic Book,"Gender, Geography",,Feminist politics,feminist politics,development,development,2016
Theory,Sakhiyaan: Lesbian Desire in Ancient and Modern India,2016,Giti Thadani,Bloomsbury Academic,English,Academic Book,"Lesbian narratives, History, Society",,feminist historiography,feminist historiography,lgbtq narratives,LGBTQ narratives,2016
Theory,Feminist Science Studies: Intersectional Narratives of Persons in Gender-marginal Locations in Science,2017,"Asha Achuthan, Gita Chadha",Economic & Political Weekly,English,Journal Article,Feminist Science studies,,Identity,identity,feminist politics,feminist politics,2017
Theory,Interrogating Motherhood,2017,Jasodhara Bagchi,SAGE publications India,English,Academic Book,"Feminism , Motherhood",Theorizing Feminisms series,Feminist politics,feminist politics,society,society,2017
Theory,The Women Question: Reflection on Feminism and Marxism,2017,Mary E John,Economic & Political Weekly,English,Journal Article,"Feminism, Marxism",,Feminist historiography,feminist historiography,feminist politics,feminist politics,2017
Theory,"The Production of Science: Bearing Gender, Caste and More",2017,"Bittu Karthik Kondaiah, Shalini Mahadev, Maranatha Grace Tham Wahlang",Economic & Political Weekly,English,Journal Article,"Gender, Caste, Feminist Science Studies",,Caste,caste,feminist politics,Feminist politics,2017
Theory,Chronicles of a Queer Relationship with Science,2017,Chayanika Shah,Economic & Political Weekly,English,Journal Article,Feminist Science Studies,,Feminist politics,feminist politics,identity,identity,2017
Theory,"Criminal Love? Queer Theory, Culture and Politics In India",2017,R. Raj Rao,Sage Publication,English,Academic Book,"Queerness, Society, Sexual identity",,queer movement,queer movement,lgbtq narratives,LGBTQ narratives,2017
Theory,Towards Complex Feminist Solidarities after the List-Statement,2017,Gita Chadha,Economic & Political Weekly,English,Journal Article,"Feminist History, allyship, #MeToo",,Feminist politics,feminist politics,identity,identity,2017
Theory,"Nature, Nation, Science and Gender",2018,Gita Chadha,Sociological Bulletin,English,Journal Article,Feminist Science Studies,,Feminist politics,feminist politics,state and citizenship,state and citizenship,2018
Theory,Re-Imagining Sociology in India: Feminist Perspectives,2018,"Gita Chadha, M. T. Joseph (editors)",Routledge,English,Academic Book,"Feminism, Sociology, Gender",,Feminist historiography,feminist historiography,law,law,2018
Theory,"Marrying in South Asia: Shifting Concepts, Changing Practices in a Globalised world",2018,"Ravinder Kaur, Rajni Palriwala (editors)",Orient Blackswan,English,Academic Book,"Feminism, Caste, Marriage",,Desire,desire,culture,culture,2018
Theory,Infinite Variety: A History of Desire in India,2018,Madhavi Menon,Speaking Tiger Publishing Pvt. Ltd.,English,Academic Book,"Sexuality, Desire, History",,Desire,desire,feminist historiography,feminist historiography,2018
Theory,Dalit Feminist Theory: A Reader,2019,"Sunaina Arya, Aakash Singh Rathore (editors)",Routledge,English,Academic Book,"Dalit Feminist Standpoint, Theory",It's one of the very few texts on Dalit Feminism edited by scholars from a Philosophy department,Caste,caste,feminist politics,Feminist politics,2019
Theory,The Politics of Belonging in Contemporary India: Anxiety and Intimacy,2019,Kaustav Chakraborty,Routledge,English,Academic Book,"Sexuality, Marginality",,Feminist politics,feminist politics,disability,disability,2019
Theory,Feminisms,2019,Arpita Mukhopadhyaya,Orient Blackswan,English,Academic Book,"Gender politics, Lesbian feminism, Ecofeminism",,Feminist politics,feminist politics,lgbtq narratives,LGBTQ narratives,2019
Theory,Electronic Pornography and the Transnational Assemblage of Sexuality,2019,Karen Gabriel,Routledge,English,Book Chapter,"Sexuality, Pornography, Gender politics","Part of Unsustainable Institutions of Men: Transnational Dispersed Centres, Gender, Power, Contradictions",Desire,desire,technology,Technology,2019
Theory,"Gender, Sexuality, Decolonization: South Asia in the World Perspective",2020,Ahonaa Roy (Editor),Routledge,English,Academic Book,"Sexual politics, Feminist debates",,Feminist politics,feminist politics,lgbtq narratives,LGBTQ narratives,2020
Theory,Doing Feminisms in the Academy,2020,"Radhika Govinda, Fiona Mackay, Krishna Menon, Rukmini Sen (editors)",Zubaan,English,Academic Book,"Feminism, Academia, Praxis",,Feminist politics,feminist politics,activism,activism,2020
Theory,"Passionate Modernity: Sexuality, Class and Consumption in India",2020,Sanjay Srivastava,Routledge,English,Academic Book,"Sexuality, Sexual politics, Modernity",,Feminist historiography,feminist historiography,society,society,2020
Theory,(Hi)Stories of Desire,2020,"Sanjay Srivastava, Rajeev Kumarakamkandath (editors)",Cambridge University Press,English,Academic Book,"Sexuality, Anthropology, History",,Feminist historiography,feminist historiography,culture,culture,2020
Theory,The Algorithms of Desire: The Field of the Pornographic,2020,Karen Gabriel,Sage Publications,English,Book chapter,"Pornography, Desire, Gender",Part of The Sage Handbook of Global Sexualities,Desire,desire,state and citizenship,state and citizenship,2020
Theory,Gender-affirmative Technologies and the Contemporary Making of Gender in India,2021,Asha Achuthan,Economy and Society,English,Journal Article,"Feminist Science Studies, Gender and technology",,Sexual and reproductive health,sexual and reproductive health,identity,identity,2021
Theory,"Sexuality, Abjection and Queer Existence in Contemporary India",2021,Pushpesh Kumar (editor),Routledge,English,Academic Book,"Sexuality, Marginality, Queerness",,Feminist politics,feminist politics,culture,culture,2021
Theory,The Law of Desire: Rulings of Sex and Sexuality in India,2021,Madhavi Menon,Speaking Tiger Publishing Pvt. Ltd.,English,Academic Book,"Sexuality, Desire, Law",,Law,law,desire,desire,2021
,,,,,,,,,,,,,
,,,,,,,,,,,,,
"Politics, Law, Citizenship, and State","Mother, Mother communities and Mother Politics in Tamilnadu",1990,C S Lakshmi,Economic & Political Weekly,English,Journal Article,"Motherhood, Tamil Nadu",,Feminist politics,feminist politics,culture,culture,1990
"Politics, Law, Citizenship, and State",A Space Within the Struggle: Women's Participation in People's movement,1990,Ilina Sen (editor),Zubaan,English,Academic Book,Women's movement,,Feminist politics,feminist politics,identity,identity,1990
"Politics, Law, Citizenship, and State",Gender and Political Discourse,1991,V Geetha,Economic & Political Weekly,English,Journal Article,Gender Politics,,Feminist politics,feminist politics,culture,culture,1991
"Politics, Law, Citizenship, and State",Of Maltova Mothers and other Stories,1991,"A R Venkatachalapathy, Anandi S, MSS Pandian",Economic & Political Weekly,English,Journal Article,"Women's Rights, Periyar",,Feminist politics,feminist politics,culture,culture,1991
"Politics, Law, Citizenship, and State",Seeing in Gestalt,1991,C S Lakshmi,Economic & Political Weekly,English,Journal Article,"Motherhood, Tamil Nadu",,Feminist historiography,feminist historiography,feminist politics,feminist politics,1991
"Politics, Law, Citizenship, and State",Triple Talaq: Posturing at Women's expense,1994,Gautam Navlakha,Economic & Political Weekly,English,Journal Article,"Triple Talaq, Women and Law",,Feminist politics,feminist politics,law,law,1994
"Politics, Law, Citizenship, and State","Hindu Men, Monogamy and the Uniform Civil code",1995,Flavia Agnes,Economic & Political Weekly,English,Journal Article,"Uniform Civil Code, Hinduism",,Religion,religion,law,law,1995
"Politics, Law, Citizenship, and State",Changing Terms of Political Discourse: Women's movement in India 1970's-1990's,1995,"Vina Mazumdar, Indu Agnihotri",Economic & Political Weekly,English,Academic Book,Women's Movement,,Feminist historiography,feminist historiography,activism,activism,1995
"Politics, Law, Citizenship, and State",Gay Rights in India,1996,Vimal Balsubramanyan,Economic & Political Weekly,English,Journal Article,"Gay narratives, Law, Society",,law,law,lgbtq narratives,LGBTQ narratives,1996
"Politics, Law, Citizenship, and State",Natural is not always Rational,1996,H Srikant,Economic & Political Weekly,English,Journal Article,"Gay narratives, Law, Society",,law,law,lgbtq narratives,LGBTQ narratives,1996
"Politics, Law, Citizenship, and State",Homophobia in the name of Marxism,1996,Sharmila Rege,Economic & Political Weekly,English,Journal Article,"Gay narratives, Law, Society",,LGBTQ narratives,lgbtq narratives,law,law,1996
"Politics, Law, Citizenship, and State",Level playing Fields ,1996,Pulapre Balkrishnan,Economic & Political Weekly,English,Journal Article,"Gay narratives, Law, Society",,LGBTQ narratives,lgbtq narratives,law,law,1996
"Politics, Law, Citizenship, and State",Homosexuality against Hubris,1996,A Suneetha,Economic & Political Weekly,English,Journal Article,"Gay narratives, Law, Society",,LGBTQ narratives,lgbtq narratives,law,law,1996
"Politics, Law, Citizenship, and State",Borders and Boundaries: Women in India's Partition,1998,"Ritu Menon, Kamla Bhasin",Kali for Women,English,Academic Book,"Women's narratives, Partition, History",,Feminist historiography,feminist historiography,violence,violence,1998
"Politics, Law, Citizenship, and State",Lesbian Emergence: Campaign for Lesbian Rights,1999,"Ashwini Sukthankar, Jagdish Bhardwaje, Maya Sharma, Ranjana Padhi, Sandhya Luther, Shalini, V.S, Vineet Trikha",CALERI,English,Report,"Lesbian narratives, society",The Campaign For Lesbian Rights (CALERI) was a non-funded autonomous coalition operating in 1998,activism,activism,lgbtq narratives,LGBTQ narratives,1999
"Politics, Law, Citizenship, and State",Recovering Subversion: Feminist Politics Beyond the Law,2004,Nivedita Menon,Orient Blackswan,English,Academic Book,"Law, Women's movement",,Feminist politics,feminist politics,law,law,2004
"Politics, Law, Citizenship, and State",The Articulation of Rights around Sexuality and Health: Subaltern Queer Cultures in India in the Era of Hindutva,2004,Arvind Narrain,Health and Human Rights,English,Journal Article,"Sexuality, Subaltern queer cultures",,Feminist politics,feminist politics,queer movement,queer movement,2004
"Politics, Law, Citizenship, and State",Gendered Citizenship: Historical and Conceptual Explorations,2005,Anupama Roy,Orient Blackswan,English,Academic Book,"Citizenship, Gender",,Feminist historiography,feminist historiography,state and citizenship,state and citizenship,2005
"Politics, Law, Citizenship, and State","Rethinking Law and Violence: The Domestic Violence (Prevention) Bill in India, 2002",2005,Rajeswari Sunder Rajan,Wiley,English,Journal Article,"Domestic Violence (Prevention) Bill, Gender Based Violence",,Violence,violence,law,law,2005
"Politics, Law, Citizenship, and State",Unequal Citizens: A Study of Muslim Women in India,2006,"Zoya Hasan, Ritu Menon",Oxford University Press India,English,Academic Book,"Citizenship, Muslim Women",,State and citizenship,state and citizenship,religion,religion,2006
"Politics, Law, Citizenship, and State","Contentious Marriages, Eloping Couples: Gender, Caste, and Patriarchy in Northern India",2006,Prem Chowdhry,Oxford University Press,English,Journal Article,"Caste, Society, North India",,Caste,caste,society,society,2006
"Politics, Law, Citizenship, and State",Seeking Chaos: The Birth and Intentions of Queer Politics,2006,Gautam Bhan,Sarai Reader,English,Journal Article,"Politics, Sexuality, Law",http://archive.sarai.net/files/original/af401b142996ad0797fe6a437d46b46b.pdf,Queer movement,queer movement,feminist politics,feminist politics,2006
"Politics, Law, Citizenship, and State",Because I have a Voice: Queer Politics in India,2006,"Gautam Bhan, Arvind Narrain (editor)",Yoda Press ,English,Academic Book,"Sexuality, Gender Politics",,Feminist politics,feminist politics,queer movement,queer movement,2006
"Politics, Law, Citizenship, and State",Rethinking Citizenship: A Queer Journey,2007,Arvind Narrain,Indian Journal of Gender Studies,English,Journal Article,"Citizenship, Queer rights",,Queer movement,queer movement,state and citizenship,state and citizenship,2007
"Politics, Law, Citizenship, and State",From Mathura to Manorama Resisting Violence Against Women in India,2007,"Kalpana Kannabiran, Ritu Menon",Women Unlimited,English,Academic Book,"Gender Based Violence, Women's movement",,Violence,violence,feminist politics,feminist politics,2007
"Politics, Law, Citizenship, and State",State Control and Sexual Morality: The Case of Bar dancers of Mumbai,2007,Flavia Agnes,Tulika Books,English,Book Chapter,"Bar Dancers, Mumbai, Sexual Morality",,State and citizenship,state and citizenship,law,law,2007
"Politics, Law, Citizenship, and State",Images of Motherhood: The Hindu Code Bill Discourse,2007,Chitra Sinha,Economic & Political Weekly,English,Journal Article,"Motherhood, Hindu Code Bill",,identity,identity,law,law,2007
"Politics, Law, Citizenship, and State",Uttar Pradesh: A 'Mayawi' Revolution,2007,Anand Teltumbde,Economic & Political Weekly,English,Journal Article,"Caste, Gender, Politics",,Caste,caste,society,society,2007
"Politics, Law, Citizenship, and State",On Judging Mayawati,2007,Chittibabu Padavla,Economic & Political Weekly,English,Journal Article,"Caste, Gender, Politics",,Caste,caste,state and citizenship,state and citizenship,2007
"Politics, Law, Citizenship, and State",Mayawati's Prospects,2007,C K Vishwanath ,Economic & Political Weekly,English,Journal Article,"Caste, Gender, Politics",,Caste,caste,state and citizenship,state and citizenship,2007
"Politics, Law, Citizenship, and State",Prenatal Diagnosis: Where Do We Draw the Line?,2008,"Anita Ghai, Rachana Johri",Indian Journal of Gender Studies,English,Journal Article,"Prenatal Diagnosis, Abortion, Disability",,Disability,disability,sexual and reproductive health,Sexual and reproductive health,2008
"Politics, Law, Citizenship, and State",We Also Made History: Women In The Ambedkarite Movement / Aamhihi Itihaas Ghadavlaa,2008,"Meenakshi Moon, Urmila Pawar (authors), Wandana Sonalkar (translator)",Zubaan,English,Academic Book,"Gender, Caste, Women's Movement",Originally published in 1989 in Marathi,Feminist historiography,feminist historiography,identity,identity,2008
"Politics, Law, Citizenship, and State","Borders, Histories and Existences: Gender and Beyond",2009,Paula Banerjee,Sage Publication,English,Academic Book,"Border Laws, Conflict, Gender",,Feminist historiography,feminist historiography,state and citizenship,state and citizenship,2009
"Politics, Law, Citizenship, and State","Between the Human, the Citizen and the Tribal: Reading Feminist Politics in India's Northeast",2010,Papori Bora,International Feminist Journal of Politics,English,Journal Article,"Conflict, Gender, Security",,Feminist politics,feminist politics,violence,violence,2010
"Politics, Law, Citizenship, and State",Women in the Army,2010,Prem Chowdhry,Economic & Political Weekly,English,Journal Article,"Army, Women",,Violence,violence,state and citizenship,state and citizenship,2010
"Politics, Law, Citizenship, and State",Gender and Human Rights: Narratives on Macro-Micro Realities,2010,"Bishnu C. Barik, Pushpesh Kumar, Usha S. Sarode (Editors)",Rawat Publications,English,Academic Book,"Gender Based Violence, Sexuality, Women's Rights",,Violence,violence,identity,identity,2010
"Politics, Law, Citizenship, and State","In Kashmir: Gender, Militarization & the Modern Nation-state",2010,Seema Kazi,South End Press,English,Academic Book,"History, Human rights, Kashmir",,State and citizenship,state and citizenship,identity,identity,2010
"Politics, Law, Citizenship, and State",Why Loiter?: Women and Risk on Mumbai Streets,2011,Shilpa Phadke,Viking,English,Academic Book,"Movement, Women, Public spaces",,Feminist politics,feminist politics,identity,identity,2011
"Politics, Law, Citizenship, and State","Half Widow, Half Wife? Responding to Gendered Violence in Kashmir",2011,"Association of Parents of Disappeared Persons (APDP), Jammu Kashmir Coalition of Civil Society (JKCCS)",Jammu Kashmir Coalition of Civil Society (JKCCS),English,Report,"Gender Based Violence, Kashmir, Enforced Disappearance",https://kafilabackup.files.wordpress.com/2011/07/half-widow-half-wife-apdp-report.pdf,State and citizenship,state and citizenship,violence,violence,2011
"Politics, Law, Citizenship, and State",Women Contesting Culture : Changing Frames of Gender Politics in India,2012,"Kavita Panjabi, Paromita Chakravarti (editors)",Stree,English,Academic Book,"Cultural Studies, Feminist Resistance",,Feminist politics,feminist politics,activism,activism,2012
"Politics, Law, Citizenship, and State","Agitating women, Disrobed Mothers",2012,Soibam Haripriya,Eastern Quaterly,English,Journal Article,"Motherhood, Manipur, Armed Conflict",,Feminist politics,feminist politics,violence,violence,2012
"Politics, Law, Citizenship, and State",Violation of Bodily Integrity: The Delhi Rape Case among Others,2013,Arvind Narrain,Economic & Political Weekly,English,Journal Article,"Rape law, Bodies, Queerness",,Law,law,violence,violence,2013
"Politics, Law, Citizenship, and State",The Peripheral Centre: Voices from India’s Northeast,2013,Preeti Gill (editor),Zubaan,English,Academic Book,"Nation, Northeast India",,Feminist politics,feminist politics,state and citizenship,state and citizenship,2013
"Politics, Law, Citizenship, and State",Women and Law: Critical Feminist Perspectives,2014,Kalpana Kannabiran (editor),Sage Publishing,English,Academic Book,"Women's Rights, Disability Rights",,Feminist politics,feminist politics,law,law,2014
"Politics, Law, Citizenship, and State",Womanifesto,2014,"All India Progressive Women's Association, Devaki Jain, Lalita Ramdas, National Alliance of Women, National Federation of Dalit Women, Rohini Hensman,  Ruth Manorama, Stree Mukti Sangathana, Suneeta Dhar, Uma Chakravarti, Vibhuti Patel, Women's Voice",Economic & Political Weekly,English,Journal Article,"Women's Movement, Women's Rights",,Feminist politics,feminist politics,state and citizenship,state and citizenship,2014
"Politics, Law, Citizenship, and State",Democracy and Diversity: Engaging with the emerging Discourse on Sexual Minorities in North-East India,2014,Poonam Kakoti Borah,DVS Publishers,English,Book Chapter,"Sexual Minorities, North East India",Article contained within Democracy and Diversity in North East India,LGBTQ narratives,lgbtq narratives,state and citizenship,state and citizenship,2014
