region,name,location,type,activeSince,contact,programs,keywords,comments,lat,lng
Jammu & Kashmir,Sonzal Welfare Trust,https://www.facebook.com/sonzalwelfare/,NGO,2017,sonzalwelfare@gmail.com,"1. Inclusive Sexual Health Clinic: Medical aid to gender and sexuality minority community in Jammu and Kashmir
2. Legal aid and organisational support to survivors of Gender Based Violence
3. Capacity buidling and skill development training for social empowerment
4. Advocacy and campaigns for gender equality
5. Documentation of gender and sexuality minority narratives
6. Aims to build Self Help Groups for the transgender community","Legal aid and support services, Sexual health clinic, Transgender's rights",,32.70197,74.871912
Delhi,Feminist Approach To Technology,https://www.fat-net.org/,NGO,2008,fat@fat-net.org,"1. Young Women's Leadership Program: Capacity building and skill development training for young women to learn computer and internet skills, run collective action using new media in their community, and work professionally for change
2. The Jugaad (Innovation) Lab For Girls: Program for underprivileged women's participation in Science, Technology, Engineering, and Mathemathics (STEM) in collaboration with schools
3. Advocacy Initiative: Forum discussions on Women's Movement and Technology. Advocacy for increase in women’s participation in technology-making and equal access to technology use.
4. Kadham Badhao: Radio show Girl Power Leaders at FAT","Women's rights, Science and technology, Education",,28.557163,77.163665
Delhi,Partners for Law in Development,https://pldindia.org/,Legal resource group,1998,admin@pldindia.org,"1. Capacity Development: information and skill development training for goverment and private institutions, organisations, collectives with a focus on feminist perspectives
1.1. Convention on the elimination of All Forms of Discrimination Against Women (CEDAW) training program
1.2. Violence Against Women and the Law with a focus on Gender Based Violence
1.3. Developing Consent Culture: workshops for community organisations exploring issues of peer pressure, boundary setting, gender normative expectations, effective communications, consent, and rejection.
1.4. Training workplaces on Sexual Harassment of Women at Workplace (Prevention, Prohibition and Redressal) Act, 2013 (PoSH)
2. Action Research: research studies, information on law, posters, videos and web archives of the women’s movements engagement with the law.
3. Advocacy and outreach programs with a focus to reform laws relating to sexual offences, decriminalisation of homosexuality, adultery, measures for restorative justice for victims of witch hunting, among others.
4. Resources: Feminist Law Archive, CEDAW South Asia, Advocating for Adolescent Concerns","Training programs, Women's rights, Gender, Sexuality, Research",,28.557163,77.163665
Uttar Pradesh,Led By Foundation,https://www.ledby.org/,Non-profit Organisation,2020,akshat@ledby.org,"1. LedBy Her Annual Fellowship Program: Five months Leadership program for college going Indian Muslim Women
2. LedBy Accelerator: One year program for Indian Muslim Women with a focus on enabling young women to accelerate their career journey
3. Capacity building events and workshops for Indian Muslim Women on professional development and leadership","Education, Indian Muslim women's rights",,26.879641,80.56982
Delhi,Indian Association for Women's Studies,http://www.iaws.co.in/,Non-profit Organisation,1982,secretariat@iaws.org,"1. Research, documentation, and archival of women's issues and the women's movement in India
2. National Conferences on issues like Women’s Studies, Women in a Changing World, Restructured inequalities, countercurrents and sites of resistance. 
3. Advocacy, campaigns, and programs to strenghten the movement for women's equality and rights","Education, Women's rights",,28.557163,77.163665
Himachal Pradesh,Sajhe Sapne,https://sajhesapne.org/about,Non-profit Organisation,2020,soochna@sajhesapne.org,"1. Sapna Centres: Offers Skill Development training, guaranteed placements, and on the job training to young women in rural areas
1.1. Management and Rural Development Professional course
1.2. Mathematics Educators Professional course
2. Sapnewali: Podcast and a radio show on life and leadership lessons from women achievers in villages for women empowerment.","Training programs, Women's rights",,31.90226,77.274759
Rajasthan,Mahila Jan Adhikar Samiti,https://mahilajanadhikar.org/,NGO,2000,mahila.janadhikar@gmail.com,"1. Young Women Leadership Development program: empowering young women through education in technology, sports, and new media. 
2. Capacity building programs with a focus on women's safety and gender equality
3. Advocacy, awareness campaigns, and intervention against Violence Against Women and Children, child marriage, and witch hunting
4. Addressing Child Sexual Abuse and training adolescent individuals on child rights to education and protection
5. Strengthening Panchayati Raj Institutions and Women's Leaderships in local Self Governance Systems through capacity building training projects
6. Research and advocacy for health and nutrition rights of women and children","Women's rights, Research, Capacity building programs",,26.950688,73.786591
Delhi,Voices Against 377,http://www.voicesagainst377.org/,Coalition of NGOs and progressive groups in Delhi,2001,voicesagainst377-subscribe@yahoogroups.com,"1. Million Voices Campaign (2004): Campaign against section 377 of the Indian Penal Code and documentation of voices against Section 377
2. Dialogue and Debate: 2.1. Gender and Sexuality in India: Recognizing Connections, Building Politics, AMAN Trust, New Delhi. (2005)
2.2. Criminalization of Sodomy and Human Rights Violations in India, Naripokkho, Dhaka, Bangladesh. (2005)
2.3. Criminalization of Sodomy and Human Rights Violations in India, Women’s Development Cell, Lady Shri Ram College, University of Delhi, New Delhi. (2005)
2.4. Criminalization of Sodomy and Human Rights Violations in India, Workshop for Beyond Borders, British Council Division, New Delhi. (2006)
2.5. Lesbian and Gay Human Rights in India: International and Comparative Perspectives, Causarina Hall, India Habitat Centre, New Delhi. (2006)
3. Community meetings, public demonstrations, action research, and publications on gender-sexuality rights and against section 377.","Gender, Sexuality, Law, Advocacy","Members include:
1. Anjuman
2. Breakthrough India
3. Creating Resources for Empowerment in Action (CREA)
4. Haq: Centre for Child Rights
5. Jagori
6. Nigah: Queering Perspectives
7. Nirantar
8. Partners for Law in Development
9. Prism
10. Saheli
11. SAMA
12. Talking About Reproductive and Sexual Health Issues
13. Gautam Bhan
14. Lesley Esteves
15. Ponni Arasu
16. Pramada Menon
17. Sumit Baudh",28.557163,77.163665
Delhi,Nazariya LGBT,https://nazariyalgbt.wordpress.com/,Community organisation,2017,Nazariyalgbt@gmail.com,"1. Advocacy for the rights of queer people
2. Workshops and campaigns with a focus on gender and sexuality sensitisation in college campuses
3. Collaborations with educational institutes, organisations, and individuals on issues related to gender and sexuality
4. Digital archival of resources on casteism, racism, understanding reservation, disability and queerness, queer feminism, etc","Gender, Sexuality, Education, Research",,28.557163,77.163665
Delhi,Azad Foundation,http://azadfoundation.com/,NGO,2008,support@azadfoundation.com,"1. Women with Wheels Program: Capacity building and development training to empower resource-poor women to become professional drivers
2. Community Engagement Programs: 2.1. Men for Gender Justice: Awareness campaign addressing Gender Based Violence through training sessions involving theatre, sports, film screenings, informal discussions, etc. 2.2. Parwaz Feminist Leadership Program: capacity building program for young women on women's rights and empowerment
2.3. Azad Kishori 9 to 12: awareness program and workshops on gender, patriarchy, legal rights for women, sexuality and reproductive health
3. Research and advocacy for women's rights and gender justice","Capacity Building programs, Women's rights",,28.557163,77.163665
Delhi,SAMA: Resource Group for Women and Health,https://samawomenshealth.in/,NGO,1999,sama.genderhealth@gmail.com,"1. Advocacy and campaigns for Public Health, Right to Health, and Healthcare
2. Research , workshops, and conferences on Medical and Reproductive Technologies including Commercial Surrogacy from a gender and rights perspective
3. Awareness campaigns, collaborations and activism against Gender Based Violence (GBV)
4. Advocacy and training on Sexual and Reproductive Health and Rights (SRHR)
5. Research, advocacy, and seminars on Ethics in Clinical Trials, Access to Medicines, with a focus on bioethics
6. Research, awareness campaigns, and seminars on Young Women and Mental Health with a focus on early marriages and its effects on young women
7. Research, advocacy, and awareness programs against the coersive population policies like the Two Child Norm and forced sterilisation that invariably targets women, particularly those who are poor and underprivileged. 
8. Archive of resource meterials on Assisted Reproductive Technologies and Bioethics","Sexual and Reproductive Health and Rights, Research",,28.557163,77.163665
Delhi,"Dhanak: A Queer Group, Jawaharlal Nehru University",https://www.facebook.com/dhanak.jnu/,Community Organisation,2012,dhanakaqueergroup@gmail.com,Advocacy and campaigns for queer rights,"Queer rights, Advocacy",Anjuman was the first Queer Collective in JNU to be formed in 2003,28.557163,77.163665
,"Sampoorna (for trans and intersex Indian, By trans and intersex Indians, Across the Globe)",https://www.facebook.com/sampoorna.india/,Community Organisation,1998,sampoornawg@yahoo.com,"1. Advocacy for trans and intersex rights and social justice
2. Networking with gender and sexuality rights groups across the globe to build and share resource materials","Advocacy, Trans and intersex rights, Sexuality",,,
Delhi,Breakthrough India,https://inbreakthrough.org/,Non-Profit organisation,2000,info@breakthrough.tv,"1. Adolescent Empowerment through workshops on women's rights, skill development training, capacity building leadership training, and gender, sexuality, and caste sensitisation programs
2. Partnerships with goverment schools in Punjab to adopt gender sensitisation curriculum to address and prevent Gender Based Violence and discrimination
3. Youth Empowerment through:
3.1. online/digital engagement through campaigns with a focus on Women's Safety
3.2. Month long internship and training with a focus on skill development and women's empowerment
3.3. Community youth programs and college youth engagement through gender sensitisation, aware campaigns against Gender Based Violence, and Sexual Harassment
4. StreetLink Program: Sensitisation programs addressing Violence Against Women in the workforce","Women's rights, Capacity Building programs",,28.557163,77.163665
Delhi,Nigah: Queering Perspectives,http://nigahdelhi.blogspot.com/,Community Organisation,2003,contact@nigah.org,"1. Advocacy and campaigns for queer rights
2. Open mics, discussions, and other events to create safe and inclusive queer spaces","Advocacy, Queer rights",,28.557163,77.163665
Delhi,PRISM (People for the Rights of Indian Sexuality Minorities) / Thursday Forum,,Autonomous Queer collective,2001,,"1. Advocacy and campaigns against human rights violation
2. Public meetings, workshops, trainings, and research on gender, sexuality, and law","Gender, Sexuality, Law, Research, Advocacy",Prism is no longer active,28.557163,77.163665
Uttar Pradesh,Bharosa Trust,,Non-Profit organisation,2000,,"1. Targeted intervention for Men who have Sex with Men (MSM) on safe sex practices and HIV and STI prevention 
2. Campaigns with special focus on Human Rights and Health Education","Targeted Intervention, HIV/AIDS prevention and care",,26.879641,80.56982
Delhi,Saheli: Women's Resource Centre,https://sites.google.com/site/saheliorgsite/,Non-Profit organisation,1981,saheliwomen@gmail.com,"1. Advocacy, research, campaigns, conferences, and other programs on women's rights, Gender Based Violence, health rights, legal awareness, women's empowerment, and gender justice.
2. Resource archive of the women's movement in India","Advocacy, Women's rights",,28.557163,77.163665
Delhi,Queer Campus,http://queercampus.blogspot.com/,Community organisation,2010,qcampus.india@gmail.com,"1. Advocacy, campaigns, and programs for queer rights
2. Public meetings, film screenings, book reading sessions, and other events on the themes of queerness","Advocacy, Queer rights",The Collective is no longer active,28.557163,77.163665
Delhi,"AUD Queer Collective, Ambedkar University",https://www.facebook.com/AUDQC/,Community organisation,,audqueercollective@gmail.com,Advocacy and campaigns for queer rights,"Advocacy, Queer rights",,28.557163,77.163665
Haryana,"The Feminist Collective, Ashoka University",https://thefeministcollectiveashokau.wordpress.com/,Community organisation,2018,feministcollective@ashoka.edu.in,Advocacy and campaigns for gender eqality,"Advocacy, Gender equality",,28.176846,76.711242
Uttar Pradesh,"The SNU Queer Collective, Shiv Nadar University",https://www.facebook.com/snuqc/,Community organisation,2015,snuqc@snu.edu.in,Advocacy and campaigns for queer rights,"Advocacy, Queer rights",,26.879641,80.56982
Delhi,"Miranda House Queer Collective, University of Delhi",https://mirandahouseqc.wordpress.com/,Community organisation,2017,qc.mirandahouse@gmail.com,Advocacy and campaigns for queer rights,"Advocacy, Queer rights",,28.557163,77.163665
Delhi,"Jamia Queer Collective, Jamia Milia Islamia",https://jamiaqueercollective.wordpress.com/,Community organisation,,jmi.queercollect@gmail.com,Advocacy and campaigns for queer rights,"Advocacy, Queer rights",,28.557163,77.163665
Delhi,"Indradhanu: LGBTQ Collective, IIT Delhi",https://www.facebook.com/indradhanu.iit/,Community organisation,2017,indradhanu.iitdelhi@gmail.com,Advocacy and campaigns for queer rights,"Advocacy, Queer rights",,28.557163,77.163665
Delhi,"DU Queer Collective, University of Delhi",https://duqueercollective.wordpress.com/,Community organisation,2014,duqueercollective@gmail.com,Advocacy and campaigns for queer rights,"Advocacy, Queer rights",,28.557163,77.163665
Uttarakhand,"Qagaar: Queer and Gender Support group, IIT Roorkie",https://www.facebook.com/lookovertherainbows/,Community organisation,2013?,iitrqagaar@gmail.com,Advocacy and campaigns for queer rights,"Advocacy, Queer rights",,30.209236,79.182055
Uttar Pradesh,"Resistance Alliance for Queer Solidarity, University of Allahabad",https://www.facebook.com/raqsallahabad/,Community organisation,,,Advocacy and campaigns for queer rights,"Advocacy, Queer rights",,26.879641,80.56982
Punjab,Kashish Foundation,https://www.facebook.com/Kashish-Foundation-563136950369045/,Non-Profit organisation,,pehchan.kashish@gmail.com,"1. Targeted intervention for HIV and STI prevention and safe sex practices with MSM, Transgender people, and Hijra communities
2. Advocacy and campaigns for human rights and Health education","Targeted Intervention, HIV/AIDS prevention and care",,31.110484,72.384598
Delhi,All India Women's Conference,http://www.aiwc.org.in/,NGO,1927,info@aiwc.org.in,"1. Capacity building, vocational training, and skill development trainings with a focus on Literacy, Education, and Economic Empowerment for women and children from resource-poor communities
2. Health camps and awareness programs on Health, Family Welfare and Population
3. Gender sensitisation programs, awareness programs on Violence Against Women and women's legal rights
4. Awareness campaigns on Cilmate change and advocacy for Sustainable Development through renewable energy, rural sanitation, water and waste management, disaster management, and communal harmony
5. Welfare Institutional Services like Short Stay Home for women in distress, Old Age Home, Home for Single Working Women, Day care centre for street children, and family councelling centres
6. Special Study Centres of IGNOU for courses such as BCA, MCA, CIT and MSW for which classes are held on weekends.","Gender, Education, Research",,28.557163,77.163665
Delhi,Mahila Dakshata Samiti,http://www.mdsnational.org/,NGO,1977,mahiladakshatasamiti@gmail.com,"1. Family Councelling Centres and Legal aid for survivors of Violence Against Women
2. Seminars, workshops, meetings, and camps on issues related to women, children, senior citizens, health, environment, the Budget, 33% Reservation for Women, consumer issues, violence against women, and girl-child. 
3. Awareness campaigns against the use of drugs, tobacco, alcohol etc. and programs on Health, Hygiene, and Environment
4. Swadhar Greha (Snehalay): Short Stay Home for Women in Distress
5. Bal Shiksha Kendras: Counselling services to women, programs to ensure education and nutrition for underprivileged children, awareness campaigns of women's legal rights","Education, Women's rights, Research",,28.557163,77.163665
Uttar Pradesh,Men's Action for Stopping Violence Against Women (MASVAW),https://masvaw.blogspot.com/,NGO,2001,masvaw@sahayogindia.org,"1. Gender sensitisation awareness campaigns and programs in educational institutes, workplaces, and Panchayats or local councils for men to examine their assumptions about gender roles and masculinity.
2. Gaali Band program in schools to end the use of sexually coloured abuses that demean women.","Gender sensitisation programs, Advocacy",,26.879641,80.56982
Delhi,Transmen Collective: Lives of Transmen in India,https://transmencollective.wordpress.com/,Community Organisation,2017,transmencollective@gmail.com,"1. Advocacy and campaigns for the rights of Transmen
2. Legal workshops and discussions for transmen on issues like masculinity, sexual life, romantic life, anxiety, depression and gender dysphoria etc.
3. Online support group with a focus on mental health wellbeing","Gender, Education, Transmen's rights",,28.557163,77.163665
Delhi,Harmless Hugs,https://www.facebook.com/harmlesshugs/,Community Organisation,2015,harmlesshugs.india@gmail.com,"1. LGBT flashmob in Delhi
2. Tarang: Delhi International Queer Theater and Film Festival
3. Festival celebrations and other meetups","Advocacy, Queer theatre, Film Festival",,28.557163,77.163665
Uttar Pradesh,Forum to Engage Men (FEM),http://menengage.org/regions/asia/india/,Network of individuals and organisations,2007,drsanjaymgkvp@gmail.com,"1. Advocacy for women's rights and gender just society
2. Community campaigns against Violence against Women, child abuse and gender-based discrimination
3. Outreach programs and public events advocating greater participation of men for eradication of discrimination
4. Partners include MASVAW (Men’s Action for Stopping Violence against Women) in Uttar Pradesh, Bapanchi Shala (School for Fathers) in Maharashtra, Men’s Action for Equity (MAE) in Madhya Pradesh, FEM- Jharkhand in Jharkhand, and some LGBTQ rights groups","Advocacy, Gender justice, Women's rights",,26.879641,80.56982
,All India Network of Sex Workers,https://www.nswp.org/featured/all-india-network-sex-workers-ainsw,"Network of sex workers, (FSW, Male and Transgender) organizations",1998,ainsw.india@gmail.com,"1. Advocacy, support, and campaigns for sex workers and their rights with a focus on decriminalising and destigmatising sex work and sex work environment, universal access to health care, social inclusion of sex workers, adressing Gender Based Violence, especially violence and discrimination against sex workers
2. Capacity building trainings","Capacity building programs, Sex workers' rights",,,
Punjab,Saksham Trust,https://www.facebook.com/SakshamTrustNGOChandigarh/,NGO,,,"1. Advocacy for the rights of Gender and Sexual minorities (GSM)
2. Awareness programs on STI and STDs","Targeted Intervention, HIV/AIDS prevention and care",,31.110484,72.384598
Delhi,Aarambh Foundation,https://www.facebook.com/Aarambh-Foundation-India-Trust-156729291683453,NGO,2016,,Medical and legal assistance to Transgender women and Bisexual men,Legal aid and support services,,28.557163,77.163665
Delhi,Mitr Trust,https://www.facebook.com/Mitrtrustdelhi/,NGO,,mitrcbodelhi@gmail.com,"HIV prevention programs through Targeted Intervention for Men having sex Men (MSM), Transgenders (TG) and Hijra population in West Delhi.","Targeted Intervention, HIV/AIDS prevention and care",,28.557163,77.163665
Delhi,BI-Collective Delhi,https://bicollectivedelhi.wordpress.com/,Community Organisation,,bicollectivedelhi@gmail.com,"1. Resource and support group for Bisexual, Bi [plus], and Bi-curious, pansexual, and panromantic persons
2. Workshops, meet-ups, and discussions
3. Library of resource materials on Bisexual politics and narratives","Sexuality, Education",,28.557163,77.163665
Delhi,Keshav Suri Foundation,https://keshavsuri.foundation/,Non-Profit organisation,2018,info@keshavsuri.foundation,"1. Advocacy and campaigns for the rights of LGBTQIA [plus] people
2. Sensitisation programs in educational institutes and corporations
3. Queering the Pitch: events on social upliftment and queer empowerment
4. Queer Youth Leadership Course (2020): Four day sessions on emotional, mental, physical, social and political well being of Queer Young Adults. 
5. KSF scholarship for 5 deserving LGBTQ+ and gender non confirming students for a 1.5 years Diploma in Food Production/Bakery at The Lalit Suri Hospitality School, Faridabad.","Sensitisation programs, Education",,28.557163,77.163665
Delhi,Deepa Ardnareshwar Empowerment Foundation,https://www.facebook.com/Deepaardnareshwar/,Non-Profit organisation,,daef.reenarai18@gmail.com,"Gender sensitisation, Advocacy and campaigns for trans empowerment","Advocacy, Trans rights",,28.557163,77.163665
Delhi,Impulse New Delhi,https://www.facebook.com/ImpulseNewDelhi/,Community Organisation,2014,info.impulsenewdelhi@impulsegrp.org,"Awareness programs on sexual health, especially HIV/AIDS within the MSM,TG and Hijra (MTH) community","Sexual Health rights, HIV/AIDS prevention and care",,28.557163,77.163665
Uttar Pradesh,Rehbar Trust,https://www.facebook.com/Rehbar-Trust-934791326858313/,NGO,,,"1. Advocacy, awareness campaigns, and sensitisation programs for the rights of the LGBTQ[plus] community. 
2. Conducted sessions on Same-Sex Marriage Recognition in India along with The Humsafar Trust and CONNECT","Advocacy, LGBTQIA rights",,26.879641,80.56982
Punjab,Mansa Foundation,https://www.facebook.com/mansafoundation2012,Community organisation,2013,pehchan.mansa@gmail.com,Support and welfare services for the transgender community in Firozpur,"Support services, Transgender rights",,31.110484,72.384598
Rajasthan,Nai Bhor Sanstha,https://www.facebook.com/naibhor.sanstha/,NGO,,naibhor.sanstha@gmail.com,"1. Support and welfare services for the transgender community
2. Garima Greh: a shelter home for transgender persons in distress","Support services, Transgender rights",,26.950688,73.786591
Rajasthan,Jaipur Pride Community,https://www.instagram.com/jaipurpridecommunity/?hl=en,Community organisation,2019,,"1. Support services for the queer community in Jaipur
2. Meet-ups, movie screenings, discussions, and webinars on queer rights","Support services, Queer rights",,26.950688,73.786591
Rajasthan,Sambhali Trust,https://www.sambhali-trust.org/projects/sambhali-garima-project/index.html,Non-Profit organisation,2007,info@sambhali.org,"1. Women Empowerment centres for educational support and vocational skill development training
2. Awareness programs and workshops on Gender Based Violence and Sexual Abuse
3. Relief work and emergeny helpline services for women in distress","Education, Gender, Women's rights",,26.950688,73.786591
Himachal Pradesh,Himachal Queer Collective,https://www.instagram.com/himachalqueercollective/,Community organisation,2020,himachalqueercollective@gmail.com,LGBTQIA [plus] resource centre,"Advocacy, Queer rights",,31.90226,77.274759
,Indian Aces,http://www.indianaces.org/,Non-Profit organisation,2014,contact@indianaces.org,"1. LGBTQIA [plus plus] Crash Course: Seminars and workshops on the foundational concepts of gender and sexuality, format is largely game and activity based
2. Sexuality and Asexuality 101 workshop
3. Platonicity: A meet-up for people seeking non-sexual or non-romantic partnerships
4. Offers group and/or individual counselling services on issues of gender and sexuality nuances
5. Humans of Queer: A pride month project founded in 2021","Sexuality, Asexuality, Education",,,
,All India Queer Association,https://allindiaqueerassociation.com/,Community organisation,2019,aiqalgbt@gmail.com,"1. Advocacy for the rights of the queer community with a queer-marxist political sensibility
2. Conferences, workshops, and cultural events (singing, stand-up acts, poetry performance, etc) with a focus on issues like queer empowerment, mental health, and healthcare for trans individuals.","Advocacy, Queer rights, Art and Culture",,,
,Association for Transgender Health in India,https://www.athionline.com/,Non-Profit organisation,2018,write2athi@gmail.com,"1. Gender Friendly Healthcare Facility Initiative: Online certification course on Demystifying Gender, Orientation, Incongruence and Diversity, and related issues for healthcare providers and staff of healthcare facilities
2. Gender Friendly Educational Institution Initiative: Certificate course on Gender, Gender In-congruence, sexual orientation and diversity for educationists, teachers, parents, and social workers/scientists.
3. Indian Professional Association for Transgender Health: Professional arm of ATHI conducts conferences with the aim of Knowledge, Health, Empowerment and Mainstreaming transgender healthcare","Education, Gender, Health",,,
Uttarakhand,Queer Collective Dehradun,https://www.instagram.com/queercollectivedehradun/,Community Organisation,2017,queercollectivedehradun@gmail.com,"1. Queer advocacy and support group
2. Community building","Advocacy, Queer rights",,30.209236,79.182055
Delhi,Centre For Health and Social Justice,https://chsj.org/,Public Charitable Trust,2005,chsj@chsj.or,"1. Advocacy and campaigns with a focus on social justice in the fields of health, Human Development, Gender Equality and Human rights.
2. Project MITRA (Mens Initiative to Transform Relationship through Action) focuses on the role played by men and boys in the discourse of gender equality","Advocacy, Gender justice",,28.557163,77.163665
Delhi,Karma Care: Centre for Councelling and Wellbeing,https://www.karmacare.in/,Mental Health Service Provider,2016,admin@karmacare.in,"1. Queer affirmative councelling services and therapy
2. Workshops for aspiring professionals
3. Projects with a focus on mental health, queerness, and the workplace","Mental health support services, Queer rights",,28.557163,77.163665
Himachal Pradesh,Sambaavnaa Institute of Public Policy and Politics,https://www.sambhaavnaa.org/,Alternative Learning institute,2004,info@sambhaavnaa.org,"1. Workshops on social issues for activsts, educators, and social work practitioners.
1.1. Theatre of The Oppressed
1.2. Beyond the Binary of Gender: Transfeminist perspectives from India
1.3. Ethnographic Research Methods for Activists","Education, Gender, Sexuality, Research",,31.90226,77.274759
Assam,North East Network (NEN),https://northeastnetwork.org/,NGO,1995,nen@northeastnetwork.org,"1. Workshops, awareness campaigns, and gender sensitisation programs addressing Gender Discrimination and Violence Against Women
2. Capacity building training, leadership skills program, and discussions on gender, identity, land rights, women's rights. 
3. Advocacy and training programs with a focus on natural resource management and livelihood","Capacity building programs, Women's rights, Advocacy",,26.272528,92.877434
Manipur,All Manipur Nupi Maanbi Association (AMANA),https://www.facebook.com/AMANAMANIPUR/,Non-Profit organisation,,nupimanbi@gmail.com,"1. Advocacy and campaigns for the rights of Transgender people
2. Gender Sensitisation programs
3. Financial aid, legal support and community support services
4. Training workshops on human rights and trans legal rights","Legal aid and support services, Trans rights",,24.649936,93.810293
Manipur,Matai Project,mataiproject.org/,Non-Profit organisation,2019,,"1. Relief work for economically disadvantaged, sexual and gender minority communities
2. Community education programs
3. Trans affirmative programs like workshops on how to apply for Transgender Identification care and certificate","Education, Advocacy, Trans rights",,24.649936,93.810293
West Bengal,Samabhabona,https://bdssamabhabona.org/,NGO,,bds.samabhabona@gmail.com,"1. Capacity building workshops with transgender individuals
2. Advocacy for trans affirmative laws and policies and for the rights of sex workers
3. Legal and community consultation services
4. Documentation, translation, and archival of trans narratives
5. Gender Sensitisation programs for educational institutes, neighbourhoods, families, and the police force
6. Mental Health and Trauma Management workshops 
7. Support group for People Living with HIV (PLHIV)","Capacity building programs, Advocacy, Trans rights, Queer rights, HIV/AIDS prevention and care",,23.269974,87.815506
West Bengal,Swayam: Ending Violence against women,https://swayam.info/,Non-Profit organisation,1995,swayam@swayam.info,"1. Direct Support services to survivors of Violence Against Women (VAW), children, and family members of survivors through therapy, counselling, capacity building vocational trainings, legal aid and advice, workshops on legal rights, and other awareness campaign programs
2. Collaboration with local panchayats, organisations, and individuals to build a violent free community through public education on women's rights, community mobilisation and action against Violence Against Women
3. Gender sensitisation programs, trainings, seminars, and workshops on gender justice and programs and campaigns against Sexual Harrassment in the work place
4. Research, publication, and archival of resource materials on Gender Based Violenc eand Gender Equality","Legal aid and support services, Women's rights",,23.269974,87.815506
West Bengal,Pratyay Gender Trust,https://www.facebook.com/PratyayGenderTrust/,Non-Profit organisation,1997,pratyaygendertrust@gmail.com,"1. Advocacy, campaigns, programs, discussions, and lectures on and for sexuality rights with a special focus on Calcutta’s kothi, hijda and other gender non-conforming/ transgender women. 2. Legal and organisational support","Sexuality, Legal rights, Transwomen's rights",,23.269974,87.815506
Arunachal Pradesh,Turbu Daleh Multipurpose Cooperative Society,,NGO,2001,,"1. Community mobilisation, empowerment and outreach activities for High Risk Groups
2. Healthcare services like STI Management, ICTC referral and Testing, Free Condom Distribution and sensitization and linkages with ART, STI Clinic, RNTCP (DOTS), PPCTC etc.","HIV/AIDS prevention and care, Healthcare services",,28.485129,94.678982
Assam,Xukia,https://www.facebook.com/xukia.assam/,Non-Profit organisation,2014,xukia2014@gmail.com,"1. Advocacy and activism for LGBTQIA [plus] rights 
2. Gender sensitisation through discussions and film screenings at educational institutes","Advocacy, LGBTQIA rights","Organisers of Queer Pride Guwahati 2014, first pride march from the North Eastern region of India",,
Manipur,Ya All,http://www.yaall.org/,Non-Profit organisation,,yaall.manipur@gmail.com,"1. Peer support helpline for issues related to mental health, Sexual Orientation, Gender Identity, and Expression (SOGIE), online bullying, and harassment. 2. Meitram: Co-working and networking space run by queer individuals working as a resource centre and providing Library, Café, Counseling and short homestay services.
3. Queer Games: Sports events as awareness campaigns of queer identity and rights held in Imphal, Kohima, Mizoram, Darjeeling, and Guwahati
4. Khudol Initiative: Donation drives of books, stationaries, clothes, and other reusable items to people in need
5. Training and capacity building workshops with initiatives like Emerging Queer Leaders Project, Project Seven Sisters, and North East Peer Support Project. 6. Research on the health needs assessment with a special focus on Sexual Reproductive Health and Rights (SRHR)","Mental health support services, Resource centre, Sexual and Reproductive Health and Rights research",,24.649936,93.810293
West Bengal,"Sappho For Equality: The Activist Forum For Lesbian, Bisexual Woman and Transman Rights",https://www.sapphokolkata.in/,NGO,2003,sappho1999@gmail.com,"1. Advocacy, awareness campaigns, seminars and other programs for the rights of Lesbian, Bisexual, and Transgender (LBT) persons
2. Chorki: In-house study circle as part of queer feminist capacity building and empowerment 
3. Chetana: A resource cum drop in centre with a library and safe space for counselling sessions, workshops, and meetings
4. Helpline services and Counselling services for the LGBT Community
5. Gender sensitisation programs at educational institutes, and with the police and medical fraternity","Queer Feminist Capacity building programs, LBT persons' rights, Resource Centre",,23.269974,87.815506
Manipur,Empowering Trans Ability (ETA),https://www.facebook.com/pages/category/Community/Empowering-Trans-Ability-ETA-Imphal-Manipur-1007664919312869/,,2014,,"1. Organisational support and crisis intervention for transmen, lesbians and bisexual women
2. Advocacy for the legal, medical, social, and educational rights of the queer community","Advocacy, Support services for transmen, lesbian, and bisexual women",,24.649936,93.810293
Manipur,All Trans Man Association (ATMA),https://www.facebook.com/Pinlaishram/?ref=page_internal,,,atmamanipurtransman@gmail.com,"1. Organisational support and crisis intervention for transmen
2. Advocacy for the legal, medical, social, and educational rights of the queer community
3. Awareness campaigns and training programs on legal rights","Advocacy, Support services for transmen, lesbian, and bisexual women",,24.649936,93.810293
West Bengal,"School Of Women's Studies, Jadavpur University",http://www.jaduniv.edu.in/view_department.php?deptid=150,Academic Research Centre,1988,"2414-6531 (D), 2414-6666 (O) Extn.2445","1. Master of Philosophy in Women's Studies
2. Research work with a focus on visibilising women, gender justice, and other issues
3. Gender sensitisation programs","Education, Gender, Research",,23.269974,87.815506
